numt, mode, chunksize
18, 1, dynamic, 668.978594, 0.000000
16, 1, dynamic, 732.526498, 0.000000
14, 1, dynamic, 737.873423, -0.000000
12, 1, dynamic, 659.175759, 0.000000
10, 1, dynamic, 627.606867, 0.000000
8, 1, dynamic, 565.778367, 0.000000
6, 1, dynamic, 516.504904, -0.000000
4, 1, dynamic, 407.231736, 0.000000
2, 1, dynamic, 254.905636, -0.000000
1, 1, dynamic, 186.527814, -0.000000
192, 4096, dynamic, 753.202791, -0.000000
188, 4096, dynamic, 811.001693, -0.000000
184, 4096, dynamic, 722.305904, 0.000000
180, 4096, dynamic, 748.595311, 0.000000
176, 4096, dynamic, 804.220730, -0.000000
172, 4096, dynamic, 746.692212, 0.000000
168, 4096, dynamic, 804.671831, -0.000000
164, 4096, dynamic, 812.333303, 0.000000
160, 4096, dynamic, 691.811107, -0.000000
156, 4096, dynamic, 791.302812, -0.000000
152, 4096, dynamic, 780.812842, 0.000000
148, 4096, dynamic, 744.840075, -0.000000
144, 4096, dynamic, 803.980514, 0.000000
140, 4096, dynamic, 801.917727, 0.000000
136, 4096, dynamic, 788.520610, 0.000000
132, 4096, dynamic, 739.946608, -0.000000
128, 4096, dynamic, 784.235320, 0.000000
126, 4096, dynamic, 811.889532, 0.000000
124, 4096, dynamic, 747.076429, 0.000000
122, 4096, dynamic, 806.446842, 0.000000
120, 4096, dynamic, 801.096834, -0.000000
118, 4096, dynamic, 723.356467, 0.000000
116, 4096, dynamic, 803.993486, 0.000000
114, 4096, dynamic, 816.168339, -0.000000
112, 4096, dynamic, 722.088418, -0.000000
110, 4096, dynamic, 800.890263, 0.000000
108, 4096, dynamic, 805.085238, -0.000000
106, 4096, dynamic, 768.690221, -0.000000
104, 4096, dynamic, 711.567563, 0.000000
102, 4096, dynamic, 775.591687, -0.000000
100, 4096, dynamic, 765.164263, -0.000000
98, 4096, dynamic, 692.850389, 0.000000
96, 4096, dynamic, 799.011566, 0.000000
94, 4096, dynamic, 771.158253, 0.000000
92, 4096, dynamic, 710.385060, 0.000000
90, 4096, dynamic, 795.596971, 0.000000
88, 4096, dynamic, 802.554857, 0.000000
86, 4096, dynamic, 743.402259, -0.000000
84, 4096, dynamic, 812.972787, -0.000000
82, 4096, dynamic, 797.704577, 0.000000
80, 4096, dynamic, 741.802370, 0.000000
78, 4096, dynamic, 787.389863, -0.000000
76, 4096, dynamic, 795.611938, 0.000000
74, 4096, dynamic, 800.617189, 0.000000
72, 4096, dynamic, 749.675847, 0.000000
70, 4096, dynamic, 791.621679, 0.000000
68, 4096, dynamic, 814.345645, -0.000000
66, 4096, dynamic, 700.918011, 0.000000
64, 4096, dynamic, 790.985533, 0.000000
62, 4096, dynamic, 815.057870, -0.000000
60, 4096, dynamic, 730.659315, -0.000000
58, 4096, dynamic, 740.408273, 0.000000
56, 4096, dynamic, 800.108049, 0.000000
54, 4096, dynamic, 750.665388, 0.000000
52, 4096, dynamic, 781.318356, -0.000000
50, 4096, dynamic, 802.040363, -0.000000
48, 4096, dynamic, 770.332974, 0.000000
46, 4096, dynamic, 742.796463, -0.000000
44, 4096, dynamic, 819.442116, -0.000000
42, 4096, dynamic, 797.415690, -0.000000
40, 4096, dynamic, 717.071294, -0.000000
38, 4096, dynamic, 777.419908, -0.000000
36, 4096, dynamic, 733.276644, 0.000000
34, 4096, dynamic, 736.880798, 0.000000
32, 4096, dynamic, 793.345104, -0.000000
30, 4096, dynamic, 764.073811, 0.000000
28, 4096, dynamic, 734.188429, 0.000000
26, 4096, dynamic, 781.655804, 0.000000
24, 4096, dynamic, 769.386013, 0.000000
22, 4096, dynamic, 747.716376, 0.000000
20, 4096, dynamic, 727.896362, 0.000000
18, 4096, dynamic, 736.628521, 0.000000
16, 4096, dynamic, 744.677869, 0.000000
14, 4096, dynamic, 766.713068, -0.000000
12, 4096, dynamic, 775.718633, 0.000000
10, 4096, dynamic, 695.575635, 0.000000
8, 4096, dynamic, 529.358574, 0.000000
6, 4096, dynamic, 422.082945, -0.000000
4, 4096, dynamic, 402.451426, -0.000000
2, 4096, dynamic, 271.409082, 0.000000
1, 4096, dynamic, 206.290671, -0.000000
